"","wbc_num","pct_strong_vec","pct_wai_vec","pct_wbc_vec","type1_error_vec","power_vec"
"326",14,100,80,64.2857142857143,9.09090909090909,75.8620689655172
"327",14,100,90,42.8571428571429,0,68.9655172413793
"328",14,100,70,50,18.1818181818182,65.5172413793103
"329",14,100,70,21.4285714285714,18.1818181818182,51.7241379310345
"330",14,100,70,50,9.09090909090909,65.5172413793103
"331",14,100,70,42.8571428571429,18.1818181818182,62.0689655172414
"332",14,100,90,50,0,72.4137931034483
"333",14,100,80,50,0,68.9655172413793
"334",14,100,80,50,9.09090909090909,68.9655172413793
"335",14,100,90,57.1428571428571,9.09090909090909,75.8620689655172
"336",14,100,80,35.7142857142857,36.3636363636364,62.0689655172414
"337",14,100,80,28.5714285714286,18.1818181818182,58.6206896551724
"338",14,100,80,42.8571428571429,27.2727272727273,65.5172413793103
"339",14,100,90,50,27.2727272727273,72.4137931034483
"340",14,100,70,35.7142857142857,18.1818181818182,58.6206896551724
"341",14,100,90,28.5714285714286,9.09090909090909,62.0689655172414
"342",14,100,90,50,18.1818181818182,72.4137931034483
"343",14,100,70,57.1428571428571,36.3636363636364,68.9655172413793
"344",14,100,70,42.8571428571429,18.1818181818182,62.0689655172414
"345",14,100,90,42.8571428571429,9.09090909090909,68.9655172413793
"346",14,100,70,50,9.09090909090909,65.5172413793103
"347",14,100,70,35.7142857142857,36.3636363636364,58.6206896551724
"348",14,100,80,50,27.2727272727273,68.9655172413793
"349",14,100,90,57.1428571428571,0,75.8620689655172
"350",14,100,90,64.2857142857143,27.2727272727273,79.3103448275862
"351",14,100,90,50,9.09090909090909,72.4137931034483
"352",14,100,70,50,36.3636363636364,65.5172413793103
"353",14,100,100,57.1428571428571,9.09090909090909,79.3103448275862
"354",14,100,80,35.7142857142857,27.2727272727273,62.0689655172414
"355",14,100,70,35.7142857142857,18.1818181818182,58.6206896551724
"356",14,100,70,42.8571428571429,9.09090909090909,62.0689655172414
"357",14,100,70,50,18.1818181818182,65.5172413793103
"358",14,100,80,42.8571428571429,0,65.5172413793103
"359",14,100,70,57.1428571428571,0,68.9655172413793
"360",14,100,70,35.7142857142857,0,58.6206896551724
"361",14,100,80,64.2857142857143,0,75.8620689655172
"362",14,100,60,64.2857142857143,27.2727272727273,68.9655172413793
"363",14,100,70,50,36.3636363636364,65.5172413793103
"364",14,100,90,50,9.09090909090909,72.4137931034483
"365",14,100,90,14.2857142857143,9.09090909090909,55.1724137931034
"366",14,100,60,50,18.1818181818182,62.0689655172414
"367",14,100,60,57.1428571428571,27.2727272727273,65.5172413793103
"368",14,100,70,57.1428571428571,27.2727272727273,68.9655172413793
"369",14,100,70,57.1428571428571,0,68.9655172413793
"370",14,100,90,50,9.09090909090909,72.4137931034483
"371",14,100,80,57.1428571428571,9.09090909090909,72.4137931034483
"372",14,100,70,64.2857142857143,27.2727272727273,72.4137931034483
"373",14,100,70,50,18.1818181818182,65.5172413793103
"374",14,100,60,42.8571428571429,27.2727272727273,58.6206896551724
"375",14,100,90,42.8571428571429,18.1818181818182,68.9655172413793
"376",14,100,90,42.8571428571429,0,68.9655172413793
"377",14,100,60,28.5714285714286,18.1818181818182,51.7241379310345
"378",14,100,90,42.8571428571429,0,68.9655172413793
"379",14,100,50,28.5714285714286,9.09090909090909,48.2758620689655
"380",14,100,30,21.4285714285714,36.3636363636364,37.9310344827586
"381",14,100,90,50,0,72.4137931034483
"382",14,100,80,35.7142857142857,27.2727272727273,62.0689655172414
"383",14,100,70,35.7142857142857,9.09090909090909,58.6206896551724
"384",14,100,90,50,0,72.4137931034483
"385",14,100,80,28.5714285714286,45.4545454545455,58.6206896551724
"386",14,100,60,42.8571428571429,36.3636363636364,58.6206896551724
"387",14,100,60,35.7142857142857,27.2727272727273,55.1724137931034
"388",14,100,90,50,9.09090909090909,72.4137931034483
"389",14,100,80,50,36.3636363636364,68.9655172413793
"390",14,100,70,57.1428571428571,9.09090909090909,68.9655172413793
"391",14,100,90,28.5714285714286,0,62.0689655172414
"392",14,100,90,42.8571428571429,9.09090909090909,68.9655172413793
"393",14,100,70,35.7142857142857,27.2727272727273,58.6206896551724
"394",14,100,70,50,18.1818181818182,65.5172413793103
"395",14,100,70,28.5714285714286,9.09090909090909,55.1724137931034
"396",14,100,90,57.1428571428571,27.2727272727273,75.8620689655172
"397",14,100,70,50,18.1818181818182,65.5172413793103
"398",14,100,60,21.4285714285714,18.1818181818182,48.2758620689655
"399",14,100,90,50,0,72.4137931034483
"400",14,100,70,57.1428571428571,27.2727272727273,68.9655172413793
