"","cor_val","pct_strong_vec","pct_wai_vec","pct_wbc_vec","type1_error_vec","power_vec"
"392",0.7,100,70,70,13.3333333333333,76
"393",0.7,100,80,60,13.3333333333333,76
"394",0.7,100,90,40,13.3333333333333,72
"395",0.7,100,70,50,13.3333333333333,68
"396",0.7,100,90,50,6.66666666666667,76
"397",0.7,100,80,40,13.3333333333333,68
"398",0.7,100,80,40,13.3333333333333,68
"399",0.7,100,90,40,13.3333333333333,72
"400",0.7,100,70,20,6.66666666666667,56
"401",0.9,100,70,40,20,64
"402",0.9,100,70,30,6.66666666666667,60
"403",0.9,100,40,30,6.66666666666667,48
"404",0.9,100,60,50,6.66666666666667,64
"405",0.9,100,90,50,26.6666666666667,76
"406",0.9,100,90,50,26.6666666666667,76
"407",0.9,100,80,40,6.66666666666667,68
"408",0.9,100,80,60,0,76
"409",0.9,100,80,40,6.66666666666667,68
"410",0.9,100,70,10,13.3333333333333,52
"411",0.9,100,90,60,13.3333333333333,80
"412",0.9,100,70,40,13.3333333333333,64
"413",0.9,100,80,60,13.3333333333333,76
"414",0.9,100,70,50,20,68
"415",0.9,100,100,30,13.3333333333333,72
"416",0.9,100,20,60,20,52
"417",0.9,100,80,40,26.6666666666667,68
"418",0.9,100,70,40,33.3333333333333,64
"419",0.9,100,70,40,6.66666666666667,64
"420",0.9,100,80,50,20,72
"421",0.9,100,70,40,6.66666666666667,64
"422",0.9,100,70,60,20,72
"423",0.9,100,60,20,6.66666666666667,52
"424",0.9,100,80,60,20,76
"425",0.9,100,60,50,33.3333333333333,64
"426",0.9,100,70,40,13.3333333333333,64
"427",0.9,100,40,40,13.3333333333333,52
"428",0.9,100,50,60,13.3333333333333,64
"429",0.9,100,80,40,6.66666666666667,68
"430",0.9,100,70,60,26.6666666666667,72
"431",0.9,100,90,30,20,68
"432",0.9,100,70,30,0,60
"433",0.9,100,60,30,26.6666666666667,56
"434",0.9,100,100,60,13.3333333333333,84
"435",0.9,100,90,60,20,80
"436",0.9,100,60,20,26.6666666666667,52
"437",0.9,100,40,70,20,64
"438",0.9,100,90,60,33.3333333333333,80
"439",0.9,100,80,40,13.3333333333333,68
"440",0.9,100,100,40,26.6666666666667,76
"441",0.9,100,80,30,26.6666666666667,64
"442",0.9,100,90,70,13.3333333333333,84
"443",0.9,100,70,40,6.66666666666667,64
"444",0.9,100,100,40,26.6666666666667,76
"445",0.9,100,90,40,26.6666666666667,72
"446",0.9,100,70,20,26.6666666666667,56
"447",0.9,100,70,30,13.3333333333333,60
"448",0.9,100,70,50,26.6666666666667,68
"449",0.9,100,80,50,26.6666666666667,72
"450",0.9,100,70,40,13.3333333333333,64
"451",0.9,100,100,40,20,76
"452",0.9,100,90,50,6.66666666666667,76
"453",0.9,100,90,40,13.3333333333333,72
"454",0.9,100,70,50,20,68
"455",0.9,100,60,60,26.6666666666667,68
"456",0.9,100,60,20,6.66666666666667,52
"457",0.9,100,70,40,6.66666666666667,64
"458",0.9,100,50,40,6.66666666666667,56
"459",0.9,100,60,20,0,52
"460",0.9,100,90,40,33.3333333333333,72
"461",0.9,100,60,40,13.3333333333333,60
"462",0.9,100,60,50,13.3333333333333,64
"463",0.9,100,70,40,33.3333333333333,64
"464",0.9,100,80,30,6.66666666666667,64
"465",0.9,100,80,40,0,68
"466",0.9,100,80,40,20,68
"467",0.9,100,80,40,20,68
"468",0.9,100,70,20,26.6666666666667,56
"469",0.9,100,70,30,6.66666666666667,60
"470",0.9,100,80,20,13.3333333333333,60
"471",0.9,100,90,60,0,80
"472",0.9,100,70,40,33.3333333333333,64
"473",0.9,100,60,40,26.6666666666667,60
"474",0.9,100,70,20,0,56
"475",0.9,100,90,20,13.3333333333333,64
"476",0.9,100,60,40,13.3333333333333,60
"477",0.9,100,80,70,26.6666666666667,80
"478",0.9,100,80,50,26.6666666666667,72
"479",0.9,100,70,20,13.3333333333333,56
"480",0.9,100,90,40,40,72
"481",0.9,100,60,30,26.6666666666667,56
"482",0.9,100,90,50,13.3333333333333,76
"483",0.9,100,80,20,13.3333333333333,60
"484",0.9,100,90,30,13.3333333333333,68
"485",0.9,100,100,50,13.3333333333333,80
"486",0.9,100,70,40,13.3333333333333,64
"487",0.9,100,70,20,20,56
"488",0.9,100,90,40,13.3333333333333,72
"489",0.9,100,70,60,20,72
"490",0.9,100,70,50,6.66666666666667,68
"491",0.9,100,70,30,6.66666666666667,60
"492",0.9,100,80,50,33.3333333333333,72
"493",0.9,100,80,30,33.3333333333333,64
"494",0.9,100,90,60,20,80
"495",0.9,100,100,30,40,72
"496",0.9,100,60,40,26.6666666666667,60
"497",0.9,100,90,40,20,72
"498",0.9,100,90,50,60,76
"499",0.9,100,80,20,20,60
"500",0.9,100,60,50,13.3333333333333,64
